second,mm_ss,gemini-3.6-flash,gemini-3.5-flash,gemini-3.5-flash-lite,gemini-3-flash,gemini-3.1-flash-lite,gemini-2.5-flash,gemini-2.5-flash-lite
56,0:56,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะครับ…,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะฮะ ว…,[Speaker 1] วาระนี้ก็เป็นการประชุม ครั้งที่ 16 นะหะ…,,[Speaker 1] คือส่งมาให้ผมแต่ชื่อวาระเนี่ยผมเข้าใจว่…,[Speaker 1] คือส่งมาให้ผมแต่ชื่อวาระเนี่ย ผมเข้าใจว…,[Speaker 1] คือส่งมาให้ผมแต่ชื่อวาระเนี่ย ผมเข้าใจว…
57,0:57,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะครับ…,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะฮะ ว…,[Speaker 1] วาระนี้ก็เป็นการประชุม ครั้งที่ 16 นะหะ…,,[Speaker 1] คือส่งมาให้ผมแต่ชื่อวาระเนี่ยผมเข้าใจว่…,[Speaker 1] คือส่งมาให้ผมแต่ชื่อวาระเนี่ย ผมเข้าใจว…,
58,0:58,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะครับ…,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะฮะ ว…,[Speaker 1] วาระนี้ก็เป็นการประชุม ครั้งที่ 16 นะหะ…,,[Speaker 1] คือส่งมาให้ผมแต่ชื่อวาระเนี่ยผมเข้าใจว่…,[Speaker 1] คือส่งมาให้ผมแต่ชื่อวาระเนี่ย ผมเข้าใจว…,[Speaker 1] ต้องมีรายละเอียดของวาระด้วยนะครับ
59,0:59,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะครับ…,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะฮะ ว…,[Speaker 1] วาระนี้ก็เป็นการประชุม ครั้งที่ 16 นะหะ…,,[Speaker 1] คือส่งมาให้ผมแต่ชื่อวาระเนี่ยผมเข้าใจว่…,[Speaker 1] คือส่งมาให้ผมแต่ชื่อวาระเนี่ย ผมเข้าใจว…,[Speaker 1] ต้องมีรายละเอียดของวาระด้วยนะครับ
60,1:00,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะครับ…,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะฮะ ว…,[Speaker 1] วาระนี้ก็เป็นการประชุม ครั้งที่ 16 นะหะ…,,[Speaker 1] คือส่งมาให้ผมแต่ชื่อวาระเนี่ยผมเข้าใจว่…,,[Speaker 1] นะครับ ได้รับแต่ชื่อของวาระเนี่ย นะฮะ
61,1:01,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะครับ…,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะฮะ ว…,[Speaker 1] วาระนี้ก็เป็นการประชุม ครั้งที่ 16 นะหะ…,,[Speaker 1] คือส่งมาให้ผมแต่ชื่อวาระเนี่ยผมเข้าใจว่…,[Speaker 1] นะฮะ ได้รับแต่ชื่อของวาระเนี่ยนะฮะ,[Speaker 1] นะครับ ได้รับแต่ชื่อของวาระเนี่ย นะฮะ
62,1:02,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะครับ…,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะฮะ ว…,[Speaker 1] วาระนี้ก็เป็นการประชุม ครั้งที่ 16 นะหะ…,,[Speaker 1] คือส่งมาให้ผมแต่ชื่อวาระเนี่ยผมเข้าใจว่…,[Speaker 1] นะฮะ ได้รับแต่ชื่อของวาระเนี่ยนะฮะ,[Speaker 1] นะครับ ได้รับแต่ชื่อของวาระเนี่ย นะฮะ
63,1:03,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะครับ…,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะฮะ ว…,[Speaker 1] วาระนี้ก็เป็นการประชุม ครั้งที่ 16 นะหะ…,,[Speaker 1] คือส่งมาให้ผมแต่ชื่อวาระเนี่ยผมเข้าใจว่…,,
64,1:04,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะครับ…,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะฮะ ว…,[Speaker 1] วาระนี้ก็เป็นการประชุม ครั้งที่ 16 นะหะ…,,[Speaker 1] คือส่งมาให้ผมแต่ชื่อวาระเนี่ยผมเข้าใจว่…,[Speaker 1] ซึ่งจริงๆ อันนี้มันก็จริงๆ ถ้าเป็นอย่าง…,[Speaker 1] ซึ่งจริงๆ อันเนี้ยมันก็ จริงๆ ถ้าเป็นอย…
65,1:05,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะครับ…,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะฮะ ว…,[Speaker 1] วาระนี้ก็เป็นการประชุม ครั้งที่ 16 นะหะ…,,[Speaker 1] คือส่งมาให้ผมแต่ชื่อวาระเนี่ยผมเข้าใจว่…,[Speaker 1] ซึ่งจริงๆ อันนี้มันก็จริงๆ ถ้าเป็นอย่าง…,[Speaker 1] ซึ่งจริงๆ อันเนี้ยมันก็ จริงๆ ถ้าเป็นอย…
66,1:06,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะครับ…,[Speaker 1] วันนี้ก็เป็นการประชุมครั้งที่ 16 นะฮะ ว…,[Speaker 1] วาระนี้ก็เป็นการประชุม ครั้งที่ 16 นะหะ…,,[Speaker 1] คือส่งมาให้ผมแต่ชื่อวาระเนี่ยผมเข้าใจว่…,[Speaker 1] ซึ่งจริงๆ อันนี้มันก็จริงๆ ถ้าเป็นอย่าง…,[Speaker 1] ซึ่งจริงๆ อันเนี้ยมันก็ จริงๆ ถ้าเป็นอย…
