second,mm_ss,gemini-3.6-flash,gemini-3.5-flash,gemini-3.5-flash-lite,gemini-3.1-flash,gemini-3.1-flash-lite,gemini-2.5-flash,gemini-2.5-flash-lite
60,1:00,[Speaker 3] ถ้าอย่างนั้นดีกว่า เดี๋ยวจดทะเบียน กรรม…,[Speaker 4] เออ ก็ไปขอ ถ้าอย่างนั้นก็ไปขอ ไปขอประธา…,[Speaker 1] เออถ้าใช่คราวที่แล้วไปก็ไปขอประธานบอกบอ…,,[Speaker 2] เอา ไป ขอ ประธาน เรา ไป จด ประเด็น ว่า …,[Speaker 1] ถ้าขอ,
61,1:01,[Speaker 3] ถ้าอย่างนั้นดีกว่า เดี๋ยวจดทะเบียน กรรม…,[Speaker 4] เออ ก็ไปขอ ถ้าอย่างนั้นก็ไปขอ ไปขอประธา…,[Speaker 1] เออถ้าใช่คราวที่แล้วไปก็ไปขอประธานบอกบอ…,,[Speaker 2] เอา ไป ขอ ประธาน เรา ไป จด ประเด็น ว่า …,[Speaker 1] ถ้าขอ,
62,1:02,[Speaker 3] ถ้าอย่างนั้นดีกว่า เดี๋ยวจดทะเบียน กรรม…,[Speaker 4] เออ ก็ไปขอ ถ้าอย่างนั้นก็ไปขอ ไปขอประธา…,[Speaker 1] เออถ้าใช่คราวที่แล้วไปก็ไปขอประธานบอกบอ…,,[Speaker 2] เอา ไป ขอ ประธาน เรา ไป จด ประเด็น ว่า …,[Speaker 1] ถ้าขอ,
63,1:03,[Speaker 3] ถ้าอย่างนั้นดีกว่า เดี๋ยวจดทะเบียน กรรม…,[Speaker 3] ก็ต้องไปดู แต่คุณอุ้มก็แค่บอกว่าคุณอุ้ม…,,,[Speaker 2] เอา ไป ขอ ประธาน เรา ไป จด ประเด็น ว่า …,[Speaker 1] ถ้าขอ,
64,1:04,[Speaker 3] ถ้าอย่างนั้นดีกว่า เดี๋ยวจดทะเบียน กรรม…,[Speaker 3] ก็ต้องไปดู แต่คุณอุ้มก็แค่บอกว่าคุณอุ้ม…,[Speaker 2] คุณพุ่มก็แค่น่าจะบอกว่าคุณพุ่มจะลาออกใน…,,[Speaker 2] เอา ไป ขอ ประธาน เรา ไป จด ประเด็น ว่า …,[Speaker 1] ถ้าขอ,
65,1:05,[Speaker 3] ถ้าอย่างนั้นดีกว่า เดี๋ยวจดทะเบียน กรรม…,[Speaker 3] ก็ต้องไปดู แต่คุณอุ้มก็แค่บอกว่าคุณอุ้ม…,[Speaker 2] คุณพุ่มก็แค่น่าจะบอกว่าคุณพุ่มจะลาออกใน…,,[Speaker 2] เอา ไป ขอ ประธาน เรา ไป จด ประเด็น ว่า …,[Speaker 1] ถ้าขอ,
66,1:06,[Speaker 3] ถ้าอย่างนั้นดีกว่า เดี๋ยวจดทะเบียน กรรม…,[Speaker 3] ก็ต้องไปดู แต่คุณอุ้มก็แค่บอกว่าคุณอุ้ม…,[Speaker 2] คุณพุ่มก็แค่น่าจะบอกว่าคุณพุ่มจะลาออกใน…,,[Speaker 2] เอา ไป ขอ ประธาน เรา ไป จด ประเด็น ว่า …,[Speaker 1] ถ้าขอ,
67,1:07,[Speaker 3] ถ้าอย่างนั้นดีกว่า เดี๋ยวจดทะเบียน กรรม…,[Speaker 3] ก็ต้องไปดู แต่คุณอุ้มก็แค่บอกว่าคุณอุ้ม…,[Speaker 2] คุณพุ่มก็แค่น่าจะบอกว่าคุณพุ่มจะลาออกใน…,,[Speaker 2] เอา ไป ขอ ประธาน เรา ไป จด ประเด็น ว่า …,[Speaker 1] ถ้าขอ,
68,1:08,[Speaker 3] ถ้าอย่างนั้นดีกว่า เดี๋ยวจดทะเบียน กรรม…,[Speaker 3] ก็ต้องไปดู แต่คุณอุ้มก็แค่บอกว่าคุณอุ้ม…,[Speaker 1] เอ่อ แจ้งวันนั้นแล้วว่า จะไป เม็กซิกกิ้…,,[Speaker 2] เอา ไป ขอ ประธาน เรา ไป จด ประเด็น ว่า …,[Speaker 1] ถ้าขอ,
69,1:09,[Speaker 3] ถ้าอย่างนั้นดีกว่า เดี๋ยวจดทะเบียน กรรม…,[Speaker 3] ก็ต้องไปดู แต่คุณอุ้มก็แค่บอกว่าคุณอุ้ม…,[Speaker 1] เอ่อ แจ้งวันนั้นแล้วว่า จะไป เม็กซิกกิ้…,,[Speaker 2] เอา ไป ขอ ประธาน เรา ไป จด ประเด็น ว่า …,[Speaker 1] ถ้าขอ,
70,1:10,[Speaker 3] ถ้าอย่างนั้นดีกว่า เดี๋ยวจดทะเบียน กรรม…,[Speaker 2] อ๋อ,[Speaker 1] เอ่อ แจ้งวันนั้นแล้วว่า จะไป เม็กซิกกิ้…,,[Speaker 2] เอา ไป ขอ ประธาน เรา ไป จด ประเด็น ว่า …,[Speaker 1] ถ้าขอ,
71,1:11,[Speaker 3] ถ้าอย่างนั้นดีกว่า เดี๋ยวจดทะเบียน กรรม…,[Speaker 4] แจ้งวันนั้นแล้วบอกว่าเอฟเฟกต์ทีฟวันนี้ …,[Speaker 1] เอ่อ แจ้งวันนั้นแล้วว่า จะไป เม็กซิกกิ้…,,[Speaker 2] เอา ไป ขอ ประธาน เรา ไป จด ประเด็น ว่า …,[Speaker 1] ถ้าขอ,
72,1:12,[Speaker 3] ถ้าอย่างนั้นดีกว่า เดี๋ยวจดทะเบียน กรรม…,[Speaker 4] แจ้งวันนั้นแล้วบอกว่าเอฟเฟกต์ทีฟวันนี้ …,[Speaker 1] เอ่อ แจ้งวันนั้นแล้วว่า จะไป เม็กซิกกิ้…,,[Speaker 2] เอา ไป ขอ ประธาน เรา ไป จด ประเด็น ว่า …,[Speaker 1] ถ้าขอ,
73,1:13,[Speaker 3] ถ้าอย่างนั้นดีกว่า เดี๋ยวจดทะเบียน กรรม…,[Speaker 4] แจ้งวันนั้นแล้วบอกว่าเอฟเฟกต์ทีฟวันนี้ …,[Speaker 1] เอ่อ แจ้งวันนั้นแล้วว่า จะไป เม็กซิกกิ้…,,[Speaker 2] เอา ไป ขอ ประธาน เรา ไป จด ประเด็น ว่า …,[Speaker 1] ถ้าขอ,
74,1:14,[Speaker 3] ถ้าอย่างนั้นดีกว่า เดี๋ยวจดทะเบียน กรรม…,[Speaker 4] แจ้งวันนั้นแล้วบอกว่าเอฟเฟกต์ทีฟวันนี้ …,[Speaker 1] เอ่อ แจ้งวันนั้นแล้วว่า จะไป เม็กซิกกิ้…,,[Speaker 2] เอา ไป ขอ ประธาน เรา ไป จด ประเด็น ว่า …,[Speaker 1] ถ้าขอ,
75,1:15,[Speaker 3] ถ้าอย่างนั้นดีกว่า เดี๋ยวจดทะเบียน กรรม…,[Speaker 4] แจ้งวันนั้นแล้วบอกว่าเอฟเฟกต์ทีฟวันนี้ …,[Speaker 1] เอ่อ แจ้งวันนั้นแล้วว่า จะไป เม็กซิกกิ้…,,[Speaker 2] เอา ไป ขอ ประธาน เรา ไป จด ประเด็น ว่า …,[Speaker 1] ถ้าขอ,
76,1:16,[Speaker 3] ถ้าอย่างนั้นดีกว่า เดี๋ยวจดทะเบียน กรรม…,[Speaker 4] แจ้งวันนั้นแล้วบอกว่าเอฟเฟกต์ทีฟวันนี้ …,[Speaker 2] เอ้ยอันนี้เอฟเฟคทีฟวันที่ 1 สิงหาคม,,[Speaker 2] เอา ไป ขอ ประธาน เรา ไป จด ประเด็น ว่า …,[Speaker 1] ถ้าขอ,
77,1:17,[Speaker 3] ถ้าอย่างนั้นดีกว่า เดี๋ยวจดทะเบียน กรรม…,[Speaker 4] แจ้งวันนั้นแล้วบอกว่าเอฟเฟกต์ทีฟวันนี้ …,[Speaker 2] เอ้ยอันนี้เอฟเฟคทีฟวันที่ 1 สิงหาคม,,[Speaker 2] เอา ไป ขอ ประธาน เรา ไป จด ประเด็น ว่า …,[Speaker 1] ถ้าขอ,
78,1:18,[Speaker 3] ถ้าอย่างนั้นดีกว่า เดี๋ยวจดทะเบียน กรรม…,[Speaker 4] แจ้งวันนั้นแล้วบอกว่าเอฟเฟกต์ทีฟวันนี้ …,[Speaker 2] เอ้ยอันนี้เอฟเฟคทีฟวันที่ 1 สิงหาคม,,[Speaker 2] เอา ไป ขอ ประธาน เรา ไป จด ประเด็น ว่า …,[Speaker 1] ถ้าขอ,
