second,mm_ss,gemini-3.6-flash,gemini-3.5-flash,gemini-3.5-flash-lite,gemini-3-flash,gemini-3.1-flash-lite,gemini-2.5-flash,gemini-2.5-flash-lite
62,1:02,[Speaker 1] ถ้าเราทำที่แท้จริงของเราได้ ในข้อ 3 มัน…,[Speaker 1] เน่ามาแล้วจะทำขยะให้มันดีก็คงทำไม่ได้ น…,[Speaker 1] มันคือคำต่อท้ายที่บอกว่า maximize asset…,,[Speaker 1] มันคือคำต่อท้ายที่บอกว่า Maximize Asset…,[CEO Poom] ถ้า เรา ทำ ที่ แท้ จริง ของ เรา ได้ ใน …,
63,1:03,[Speaker 1] ถ้าเราทำที่แท้จริงของเราได้ ในข้อ 3 มัน…,[Speaker 1] เน่ามาแล้วจะทำขยะให้มันดีก็คงทำไม่ได้ น…,[Speaker 1] มันคือคำต่อท้ายที่บอกว่า maximize asset…,,[Speaker 1] มันคือคำต่อท้ายที่บอกว่า Maximize Asset…,[CEO Poom] ถ้า เรา ทำ ที่ แท้ จริง ของ เรา ได้ ใน …,
64,1:04,[Speaker 1] ถ้าเราทำที่แท้จริงของเราได้ ในข้อ 3 มัน…,[Speaker 1] เน่ามาแล้วจะทำขยะให้มันดีก็คงทำไม่ได้ น…,,,[Speaker 1] มันคือคำต่อท้ายที่บอกว่า Maximize Asset…,[CEO Poom] ถ้า เรา ทำ ที่ แท้ จริง ของ เรา ได้ ใน …,
65,1:05,[Speaker 1] ถ้าเราทำที่แท้จริงของเราได้ ในข้อ 3 มัน…,[Speaker 1] เน่ามาแล้วจะทำขยะให้มันดีก็คงทำไม่ได้ น…,[Speaker 1] Innovation ไม่ใช่เทคโนโลยี,,[Speaker 1] มันคือคำต่อท้ายที่บอกว่า Maximize Asset…,[CEO Poom] ถ้า เรา ทำ ที่ แท้ จริง ของ เรา ได้ ใน …,
66,1:06,[Speaker 1] ถ้าเราทำที่แท้จริงของเราได้ ในข้อ 3 มัน…,[Speaker 1] เน่ามาแล้วจะทำขยะให้มันดีก็คงทำไม่ได้ น…,[Speaker 1] Innovation ไม่ใช่เทคโนโลยี,,[Speaker 1] มันคือคำต่อท้ายที่บอกว่า Maximize Asset…,[CEO Poom] ถ้า เรา ทำ ที่ แท้ จริง ของ เรา ได้ ใน …,
67,1:07,[Speaker 1] ถ้าเราทำที่แท้จริงของเราได้ ในข้อ 3 มัน…,[Speaker 1] เน่ามาแล้วจะทำขยะให้มันดีก็คงทำไม่ได้ น…,,,[Speaker 1] มันคือคำต่อท้ายที่บอกว่า Maximize Asset…,[CEO Poom] ถ้า เรา ทำ ที่ แท้ จริง ของ เรา ได้ ใน …,
68,1:08,[Speaker 1] ถ้าเราทำที่แท้จริงของเราได้ ในข้อ 3 มัน…,[Speaker 1] เน่ามาแล้วจะทำขยะให้มันดีก็คงทำไม่ได้ น…,[Speaker 1] Innovation คือทุกสิ่งที่ประกอบ ไปด้วยเท…,,[Speaker 1] มันคือคำต่อท้ายที่บอกว่า Maximize Asset…,[CEO Poom] ถ้า เรา ทำ ที่ แท้ จริง ของ เรา ได้ ใน …,
69,1:09,[Speaker 1] ถ้าเราทำที่แท้จริงของเราได้ ในข้อ 3 มัน…,[Speaker 1] เน่ามาแล้วจะทำขยะให้มันดีก็คงทำไม่ได้ น…,[Speaker 1] Innovation คือทุกสิ่งที่ประกอบ ไปด้วยเท…,,[Speaker 1] มันคือคำต่อท้ายที่บอกว่า Maximize Asset…,[CEO Poom] ถ้า เรา ทำ ที่ แท้ จริง ของ เรา ได้ ใน …,
70,1:10,[Speaker 1] ถ้าเราทำที่แท้จริงของเราได้ ในข้อ 3 มัน…,[Speaker 1] เน่ามาแล้วจะทำขยะให้มันดีก็คงทำไม่ได้ น…,[Speaker 1] Innovation คือทุกสิ่งที่ประกอบ ไปด้วยเท…,,[Speaker 1] มันคือคำต่อท้ายที่บอกว่า Maximize Asset…,[CEO Poom] ถ้า เรา ทำ ที่ แท้ จริง ของ เรา ได้ ใน …,
71,1:11,[Speaker 1] ถ้าเราทำที่แท้จริงของเราได้ ในข้อ 3 มัน…,[Speaker 1] เน่ามาแล้วจะทำขยะให้มันดีก็คงทำไม่ได้ น…,[Speaker 1] Innovation คือทุกสิ่งที่ประกอบ ไปด้วยเท…,,[Speaker 1] มันคือคำต่อท้ายที่บอกว่า Maximize Asset…,[CEO Poom] ถ้า เรา ทำ ที่ แท้ จริง ของ เรา ได้ ใน …,
72,1:12,[Speaker 1] ถ้าเราทำที่แท้จริงของเราได้ ในข้อ 3 มัน…,[Speaker 1] เน่ามาแล้วจะทำขยะให้มันดีก็คงทำไม่ได้ น…,,,[Speaker 1] มันคือคำต่อท้ายที่บอกว่า Maximize Asset…,[CEO Poom] ถ้า เรา ทำ ที่ แท้ จริง ของ เรา ได้ ใน …,
73,1:13,[Speaker 1] ถ้าเราทำที่แท้จริงของเราได้ ในข้อ 3 มัน…,[Speaker 1] เน่ามาแล้วจะทำขยะให้มันดีก็คงทำไม่ได้ น…,,,[Speaker 1] มันคือคำต่อท้ายที่บอกว่า Maximize Asset…,[CEO Poom] ถ้า เรา ทำ ที่ แท้ จริง ของ เรา ได้ ใน …,
74,1:14,[Speaker 1] ถ้าเราทำที่แท้จริงของเราได้ ในข้อ 3 มัน…,[Speaker 1] เน่ามาแล้วจะทำขยะให้มันดีก็คงทำไม่ได้ น…,[Speaker 1] เทคโนโลยีเป็นแค่หนึ่งในนั้นนะคะ,,[Speaker 1] มันคือคำต่อท้ายที่บอกว่า Maximize Asset…,[CEO Poom] ถ้า เรา ทำ ที่ แท้ จริง ของ เรา ได้ ใน …,
75,1:15,[Speaker 1] ถ้าเราทำที่แท้จริงของเราได้ ในข้อ 3 มัน…,[Speaker 1] เน่ามาแล้วจะทำขยะให้มันดีก็คงทำไม่ได้ น…,[Speaker 1] เทคโนโลยีเป็นแค่หนึ่งในนั้นนะคะ,,[Speaker 1] มันคือคำต่อท้ายที่บอกว่า Maximize Asset…,[CEO Poom] ถ้า เรา ทำ ที่ แท้ จริง ของ เรา ได้ ใน …,
76,1:16,[Speaker 1] ถ้าเราทำที่แท้จริงของเราได้ ในข้อ 3 มัน…,[Speaker 1] เน่ามาแล้วจะทำขยะให้มันดีก็คงทำไม่ได้ น…,,,[Speaker 1] มันคือคำต่อท้ายที่บอกว่า Maximize Asset…,[CEO Poom] ถ้า เรา ทำ ที่ แท้ จริง ของ เรา ได้ ใน …,
77,1:17,[Speaker 1] ถ้าเราทำที่แท้จริงของเราได้ ในข้อ 3 มัน…,[Speaker 1] เน่ามาแล้วจะทำขยะให้มันดีก็คงทำไม่ได้ น…,[Speaker 1] เราสร้าง trust กับลูกค้าให้ได้ ทำยังไงก…,,[Speaker 1] มันคือคำต่อท้ายที่บอกว่า Maximize Asset…,[CEO Poom] ถ้า เรา ทำ ที่ แท้ จริง ของ เรา ได้ ใน …,
78,1:18,[Speaker 1] ถ้าเราทำที่แท้จริงของเราได้ ในข้อ 3 มัน…,[Speaker 1] เน่ามาแล้วจะทำขยะให้มันดีก็คงทำไม่ได้ น…,[Speaker 1] เราสร้าง trust กับลูกค้าให้ได้ ทำยังไงก…,,[Speaker 1] มันคือคำต่อท้ายที่บอกว่า Maximize Asset…,[CEO Poom] ถ้า เรา ทำ ที่ แท้ จริง ของ เรา ได้ ใน …,
